nama_variabel,jenis_makanan,tahun,nama_wilayah,value
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Langkat,240.70
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Nias Selatan,65.93
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Humbang Hasundutan,259.48
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Pakpak Bharat,882.03
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Samosir,220.94
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Serdang Bedagai,418.40
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Batu Bara,616.99
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Padang Lawas Utara,370.79
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Padang Lawas,214.12
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Labuhan Batu Selatan,416.37
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Labuhan Batu Utara,312.81
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Nias Utara,210.45
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Nias Barat,133.56
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Sibolga,332.41
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Tanjung Balai,386.97
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Pematang Siantar,794.22
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Tebing Tinggi,457.59
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Medan,1374.81
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Binjai,389.75
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Padangsidimpuan,373.41
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Gunungsitoli,159.39
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kepulauan Mentawai,592.47
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Pesisir Selatan,153.28
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Solok,285.15
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Sijunjung,257.76
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Tanah Datar,451.38
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Padang Pariaman,165.17
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Agam,555.76
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Lima Puluh Kota,159.96
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Pasaman,335.09
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Solok Selatan,515.52
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Dharmasraya,299.31
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Pasaman Barat,472.59
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Padang,1303.03
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Solok,821.90
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Sawah Lunto,695.69
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Padang Panjang,1519.61
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Bukittinggi,1216.85
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Payakumbuh,665.97
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Pariaman,462.48
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kuantan Singingi,478.10
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Indragiri Hulu,226.51
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Indragiri Hilir,366.01
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Pelalawan,473.22
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Siak,847.21
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kampar,518.16
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Rokan Hulu,494.66
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Bengkalis,468.87
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Rokan Hilir,389.65
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kepulauan Meranti,686.72
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Pekanbaru,931.47
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Dumai,496.69
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kerinci,510.01
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Merangin,176.90
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Sarolangun,95.60
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Batang Hari,133.41
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Muaro Jambi,207.72
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Tanjung Jabung Timur,511.25
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Tanjung Jabung Barat,250.95
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Tebo,240.59
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Bungo,332.74
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Jambi,1237.23
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Sungai Penuh,273.41
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Ogan Komering Ulu,349.35
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Ogan Komering Ilir,391.31
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Muara Enim,309.59
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Lahat,230.63
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Musi Rawas,206.44
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Musi Banyuasin,245.89
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Banyu Asin,400.49
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Ogan Komering Ulu Selatan,126.10
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Ogan Komering Ulu Timur,317.67
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Ogan Ilir,243.39
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Empat Lawang,201.55
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Penukal Abab Lematang Ilir,230.22
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Musi Rawas Utara,142.92
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Palembang,745.54
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Prabumulih,586.06
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Pagar Alam,185.64
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Lubuklinggau,299.12
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Bengkulu Selatan,155.89
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Rejang Lebong,122.07
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Bengkulu Utara,170.42
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kaur,89.47
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Seluma,223.58
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Mukomuko,237.78
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Lebong,167.05
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kepahiang,115.70
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Bengkulu Tengah,239.52
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Bengkulu,730.91
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Lampung Barat,242.83
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Tanggamus,180.21
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Lampung Selatan,138.69
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Lampung Timur,227.32
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Lampung Tengah,115.24
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Lampung Utara,144.71
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Way Kanan,168.54
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Tulangbawang,118.74
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Pesawaran,148.81
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Pringsewu,166.46
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Mesuji,167.02
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Tulang Bawang Barat,110.54
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Pesisir Barat,263.81
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Bandar Lampung,888.29
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Metro,432.15
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Bangka,441.73
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Belitung,685.54
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Bangka Barat,411.23
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Bangka Tengah,602.28
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Bangka Selatan,200.22
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Belitung Timur,528.70
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Pangkal Pinang,1259.66
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Karimun,618.70
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Bintan,666.48
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Natuna,602.63
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Lingga,484.10
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kepulauan Anambas,591.36
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Batam,1151.37
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Tanjung Pinang,716.18
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kep. Seribu,1275.63
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Jakarta Selatan,1584.69
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Jakarta Timur,1618.73
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Jakarta Pusat,849.49
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Jakarta Barat,1266.54
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Jakarta Utara,1407.56
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Bogor,718.84
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Sukabumi,269
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Cianjur,277.44
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Bandung,361.49
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Garut,160.62
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Tasikmalaya,429.38
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Ciamis,514.61
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kuningan,648.49
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Cirebon,337.75
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Majalengka,397.60
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Sumedang,426.14
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Indramayu,462.03
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Subang,322.70
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Purwakarta,388.39
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Karawang,490.11
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Bekasi,601.83
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Bandung Barat,384.25
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Pangandaran,246.67
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Bogor,791.49
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Sukabumi,980.68
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Bandung,1665.50
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Cirebon,1226.63
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Bekasi,2000.38
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Depok,1541.79
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Cimahi,1130.41
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Tasikmalaya,991.72
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Banjar,529.24
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Cilacap,239.89
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Banyumas,368.40
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Purbalingga,180.80
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Banjarnegara,96.67
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kebumen,249.19
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Purworejo,212.35
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Wonosobo,266.70
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Magelang,233.98
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Boyolali,199.23
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Klaten,175.68
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Sukoharjo,275.51
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Wonogiri,168.95
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Karanganyar,299.89
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Sragen,222.36
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Grobogan,193.78
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Blora,137.98
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Rembang,161.13
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Pati,395.66
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kudus,456.46
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Jepara,117.36
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Demak,318.08
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Semarang,327.48
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Temanggung,143.69
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kendal,270.08
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Batang,143.12
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Pekalongan,207.20
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Pemalang,382.35
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Tegal,342.77
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Brebes,200.01
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Magelang,947.47
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Surakarta,1332.26
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Salatiga,1441.30
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Semarang,1029.17
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Pekalongan,731.40
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Tegal,402.49
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kulon Progo,239.42
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Bantul,305.97
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Gunung Kidul,97.19
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Sleman,686.09
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Yogyakarta,941.19
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Pacitan,105.86
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Ponorogo,320.65
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Trenggalek,162.37
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Tulungagung,178.76
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Blitar,82.94
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kediri,235.72
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Malang,255.72
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Lumajang,422.06
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Jember,230.81
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Banyuwangi,213.10
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Bondowoso,272.45
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Situbondo,239.92
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Probolinggo,117.28
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Pasuruan,303.25
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Sidoarjo,995.42
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Mojokerto,623.85
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Jombang,386.83
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Nganjuk,110.19
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Madiun,118.56
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Magetan,212.91
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Ngawi,28.72
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Bojonegoro,217.56
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Tuban,344.69
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Lamongan,255.07
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Gresik,592.11
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Bangkalan,197.86
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Sampang,85.48
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Pamekasan,184.77
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Sumenep,649.49
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Kediri,752.95
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Blitar,551.72
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Malang,938.55
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Probolinggo,453.51
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Pasuruan,655.49
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Mojokerto,1014.40
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Madiun,1257.97
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Surabaya,1090.53
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Batu,547.45
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Pandeglang,177.58
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Lebak,181.98
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Tangerang,605.94
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Serang,303.52
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Tangerang,1850.07
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Cilegon,729.40
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Serang,596.76
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Tangerang Selatan,1447.94
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Jembrana,209.17
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Tabanan,606.51
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Badung,697.91
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Gianyar,650.68
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Klungkung,341.06
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Bangli,459.93
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Karangasem,133.10
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Buleleng,320.69
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Denpasar,1349.05
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Lombok Barat,287.43
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Lombok Tengah,173.74
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Lombok Timur,539.51
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Sumbawa,1063.33
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Dompu,222.19
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Bima,227.65
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Sumbawa Barat,764.59
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Lombok Utara,452.04
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Mataram,1010.58
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kota Bima,395.18
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Sumba Barat,100.09
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Sumba Timur,102.80
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Kupang,199.72
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Timor Tengah Selatan,109.35
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Timor Tengah Utara,90.08
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Belu,921.08
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Alor,126.73
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Lembata,71.56
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Flores Timur,142.25
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Sikka,241.33
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Ende,141.57
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Roti Tawar,2022,Ngada,367.40
