nama_variabel,jenis_makanan,tahun,nama_wilayah,value
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Halmahera Utara,0.017
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Halmahera Timur,0.027
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Pulau Morotai,0.005
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Pulau Taliabu,0.005
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Ternate,0.012
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Tidore Kepulauan,0.011
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Fakfak,0.032
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kaimana,0.005
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Teluk Wondama,0.066
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Teluk Bintuni,0.017
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Manokwari,0.026
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sorong Selatan,0.026
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sorong,0.006
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Raja Ampat,0.008
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Tambrauw,0.001
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Maybrat,0.025
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Manokwari Selatan,0.062
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Pegunungan Arfak,0.011
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Sorong,0.014
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Merauke,0.022
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Jayawijaya,0.098
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Jayapura,0.043
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Nabire,0.048
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kepulauan Yapen,0.023
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Biak Numfor,0.030
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Paniai,0.001
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Puncak Jaya,0.001
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Mimika,0.035
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Boven Digoel,0.005
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Mappi,0.006
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Asmat,0.021
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Yahukimo,0.000
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Pegunungan Bintang,0.100
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Tolikara,0.000
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sarmi,0.056
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Keerom,0.008
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Waropen,0.035
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Supiori,0.039
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Mamberamo Raya,0.087
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Nduga,0.000
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Lanny Jaya,0.000
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Mamberamo Tengah,0.000
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Yalimo,0.010
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Puncak,0.000
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Dogiyai,0.036
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Intan Jaya,0.002
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Deiyai,0.000
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Jayapura,0.033
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Simeulue,0.041
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Aceh Singkil,0.065
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Aceh Selatan,0.041
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Aceh Tenggara,0.087
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Aceh Timur,0.011
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Aceh Tengah,0.145
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Aceh Barat,0.123
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Aceh Besar,0.224
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Pidie,0.058
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Bireuen,0.109
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Aceh Utara,0.065
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Aceh Barat Daya,0.046
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Gayo Lues,0.038
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Aceh Tamiang,0.192
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Nagan Raya,0.047
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Aceh Jaya,0.187
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Bener Meriah,0.106
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Pidie Jaya,0.035
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Banda Aceh,0.236
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Sabang,0.370
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Langsa,0.404
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Lhokseumawe,0.186
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Subulussalam,0.044
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Nias,0.002
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Mandailing Natal,0.100
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Tapanuli Selatan,0.100
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Tapanuli Tengah,0.240
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Tapanuli Utara,0.043
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Toba Samosir,0.228
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Labuhan Batu,0.125
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Asahan,0.196
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Simalungun,0.272
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Dairi,0.041
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Karo,0.071
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Deli Serdang,0.282
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Langkat,0.278
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Nias Selatan,0.012
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Humbang Hasundutan,0.017
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Pakpak Bharat,0.029
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Samosir,0.059
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Serdang Bedagai,0.328
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Batu Bara,0.240
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Padang Lawas Utara,0.027
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Padang Lawas,0.035
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Labuhan Batu Selatan,0.102
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Labuhan Batu Utara,0.097
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Nias Utara,0.007
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Nias Barat,0.002
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Sibolga,0.176
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Tanjung Balai,0.236
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Pematang Siantar,0.209
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Tebing Tinggi,0.521
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Medan,0.308
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Binjai,0.249
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Padangsidimpuan,0.279
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Gunungsitoli,0.077
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kepulauan Mentawai,0.047
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Pesisir Selatan,0.093
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Solok,0.014
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Sijunjung,0.033
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Tanah Datar,0.054
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Padang Pariaman,0.067
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Agam,0.061
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Lima Puluh Kota,0.052
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Pasaman,0.009
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Solok Selatan,0.007
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Dharmasraya,0.049
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Pasaman Barat,0.099
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Padang,0.115
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Solok,0.075
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Sawah Lunto,0.033
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Padang Panjang,0.036
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Bukittinggi,0.097
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Payakumbuh,0.157
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Pariaman,0.015
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kuantan Singingi,0.018
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Indragiri Hulu,0.070
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Indragiri Hilir,0.074
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Pelalawan,0.028
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Siak,0.071
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kampar,0.053
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Rokan Hulu,0.028
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Bengkalis,0.089
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Rokan Hilir,0.033
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kepulauan Meranti,0.044
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Pekanbaru,0.049
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Dumai,0.119
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kerinci,0.022
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Merangin,0.138
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Sarolangun,0.037
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Batang Hari,0.136
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Muaro Jambi,0.050
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Tanjung Jabung Timur,0.171
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Tanjung Jabung Barat,0.068
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Tebo,0.069
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Bungo,0.053
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Jambi,0.159
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Sungai Penuh,0.050
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Ogan Komering Ulu,0.118
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Ogan Komering Ilir,0.019
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Muara Enim,0.102
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Lahat,0.062
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Musi Rawas,0.147
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Musi Banyuasin,0.054
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Banyu Asin,0.190
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Ogan Komering Ulu Selatan,0.019
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Ogan Komering Ulu Timur,0.286
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Ogan Ilir,0.198
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Empat Lawang,0.068
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Penukal Abab Lematang Ilir,0.067
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Musi Rawas Utara,0.252
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Palembang,0.336
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Prabumulih,0.155
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Pagar Alam,0.350
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Lubuklinggau,0.530
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Bengkulu Selatan,0.119
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Rejang Lebong,0.185
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Bengkulu Utara,0.260
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kaur,0.177
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Seluma,0.086
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Mukomuko,0.127
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Lebong,0.177
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kepahiang,0.084
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Bengkulu Tengah,0.158
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Bengkulu,0.254
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Lampung Barat,0.068
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Tanggamus,0.285
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Lampung Selatan,0.163
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Lampung Timur,0.225
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Lampung Tengah,0.223
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Lampung Utara,0.061
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Way Kanan,0.106
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Tulangbawang,0.088
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Pesawaran,0.161
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Pringsewu,0.289
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Mesuji,0.189
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Tulang Bawang Barat,0.111
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Pesisir Barat,0.062
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Bandar Lampung,0.245
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Metro,0.375
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Bangka,0.318
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Belitung,0.097
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Bangka Barat,0.300
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Bangka Tengah,0.254
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Bangka Selatan,0.161
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Belitung Timur,0.144
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Pangkal Pinang,0.483
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Karimun,0.138
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Bintan,0.047
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Natuna,0.184
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Lingga,0.157
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kepulauan Anambas,0.151
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Batam,0.306
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Tanjung Pinang,0.213
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kep. Seribu,0.198
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Jakarta Selatan,0.409
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Jakarta Timur,0.298
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Jakarta Pusat,0.562
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Jakarta Barat,0.497
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Jakarta Utara,0.522
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Bogor,0.158
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Sukabumi,0.108
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Cianjur,0.119
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Bandung,0.227
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Garut,0.216
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Tasikmalaya,0.655
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Ciamis,1129,00
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kuningan,0.553
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Cirebon,1328,00
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Majalengka,0.904
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Sumedang,0.804
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Indramayu,0.610
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Subang,0.490
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Purwakarta,0.366
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Karawang,0.577
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Bekasi,0.318
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Bandung Barat,0.182
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Pangandaran,0.704
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Bogor,0.211
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Sukabumi,0.246
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Bandung,0.451
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Cirebon,0.891
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Bekasi,0.328
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Depok,0.313
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Cimahi,0.375
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Tasikmalaya,2643,00
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kota Banjar,1149,00
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Cilacap,0.381
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Banyumas,0.418
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Purbalingga,0.505
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Banjarnegara,0.457
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kebumen,0.445
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Purworejo,0.551
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Wonosobo,0.362
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Magelang,0.432
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Boyolali,0.541
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Klaten,0.775
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Sukoharjo,1017,00
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Wonogiri,0.434
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Karanganyar,0.551
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Sragen,0.548
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Grobogan,0.367
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Blora,0.563
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Rembang,0.429
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Pati,0.483
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Kudus,0.617
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Jepara,0.277
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Sayur Matang,2020,Demak,0.470
